"MARCA","MODELO","VERSAO","Álcool
Cidade (km/l)","Álcool
Estrada (km/l)","Gasolina
Cidade (km/l)","Gasolina
Estrada (km/l)","Consumo Energético (MJ/km)","Classificação"
"HYUNDAI","ix35","GLS (roda aro 18"") 2.0-16V A-6","6.8","7.8","10.1","11.3","2.08","B"
"HYUNDAI","ix35","(roda aro 17"") 2.0-16V A-6"," 7"," 8","10.4","11.6","2.02","B"
"HYUNDAI","ix35","GL (roda aro 17"") 2.0-16V A-6"," 7"," 8","10.4","11.6","2.02","C"
"HYUNDAI","ix35","GLS (roda aro 17"") 2.0-16V A-6"," 7","8.1"," 10","11.5","2.05","C"
"HYUNDAI","ix35","(roda aro 18"") 2.0-16V A-6","6.9"," 8","10.3","11.6","2.04","B"
"HYUNDAI","ix35","GLS (roda aro 18"") 2.0-16V A-6","6.8","7.8","10.1","11.3","2.08","B"
"HYUNDAI","ix35","GL (roda aro 17"") 2.0-16V A-6"," 7"," 8","10.4","11.6","2.02","C"
"HYUNDAI","ix35","GLS (roda aro 17"") 2.0-16V A-6"," 7","8.1"," 10","11.5","2.05","C"
"HYUNDAI","ix35","GLS (roda aro 18"") 2.0-16V A-6","6.8","7.8","10.1","11.3","2.08","B"
"HYUNDAI","ix35","GL (roda aro 17"") 2.0-16V A-6"," 7"," 8","10.4","11.6","2.02","C"
"HYUNDAI","ix35","GLS (roda aro 17"") 2.0-16V A-6"," 7","8.1"," 10","11.5","2.05","C"
"HYUNDAI","ix35","GL 2.0-16V A-6"," 7"," 8","10.4","11.6","2.02","B"
"HYUNDAI","ix35","B 2.0-16V A-6","6.1","7.3","8.8","10.5","2.32","C"
"HYUNDAI","ix35","2.0L -
16V GLS A6","6.8","7.9","10.2","11.2","2.08","B"
"HYUNDAI","TUCSON","GLSB 2.0-16V A-4"," 5","5.8","7.4","8.6","2.85","B"
"HYUNDAI","TUCSON","GLSB 2.0-16V A-4"," 5","5.8","7.4","8.6","2.85","B"
"HYUNDAI","TUCSON","GLB 2.0-16V A-4"," 5","5.9","7.1","8.3","2.91","B"
"HYUNDAI","TUCSON","GLSB 2.0-16V A-4"," 5","5.9","7.1","8.3","2.91","B"
"HYUNDAI","TUCSON","2.0L -
16V GLSB A4"," 5","5.8","7.4","8.6","2.85","C"
"HYUNDAI","TUCSON","2.0-16V GLSB A-4"," 5","5.8","7.4","8.6","2.85","C"
"JAC","J2","1.4 JETFLEX 1.4-16V M-5","8.4","8.7"," 12","12.5","1.76","-"
"JAC","J3","J3 Flex 1.5-16V M-5","6.5","8.4","9.7","12.5","2.07","C"
"JAC","J3","J3 Flex Sport 1.5-16V M-5","6.5","8.4","9.7","12.5","2.07","B"
"JAC","J3","J3 Flex Turin 1.5-16V M-5","6.5","8.4","9.7","12.5","2.07","B"
"JAC","J3","J3S 1.5-16V M-5","6.5","8.4","9.7","12.5","2.07","B"
"JAC","J3","J3S Flex 1.5-16V M-5","6.5","8.4","9.7","12.5","2.07","B"
"JAC","J3","J3S Flex Turin 1.5-16V M-5","6.5","8.4","9.7","12.5","2.07","B"
"JAC","J3","J3S Turin 1.5-16V M-5","6.5","8.4","9.7","12.5","2.07","A"
"JAC","J3","J3S Jetflex 1.5-16V M-5","6.5","8.4","9.7","12.5","2.07","B"
"JAC","J3","J3 S Jetflex T 1.5-16V M-5","6.5","8.4","9.7","12.5","2.07","B"
"JAC","J6","2.0 JETFLEX
5S 2.0-16V M-5"," 5","6.2","7.1"," 9","2.83","-"
"JAC","J6","2.0 JETFLEX
7S 2.0-16V M-5"," 5","6.2","7.1"," 9","2.83","-"
"JAC","J6","Jetflex 5S 2.0-16V M-5"," 5","6.2","7.1"," 9","2.83","B"
"JAC","J6","Jetflex 7S 2.0-16V M-5"," 5","6.2","7.1"," 9","2.83","B"
"JAC","T40","1.5 JETFLEX 1.5-16V M-5","8.1","8.7","11.9","12.8","1.77","B"
"JAC","T40","Jetflex 1.5-16V M-5","8.1","8.7","11.9","12.8","1.77","B"
"JAC","T40 1.5 JETFLEX","1.5 JETFLEX 1.5-16V M-5","8.1","8.7","11.9","12.8","1.77","B"
"JAC","T5","1.5 JETFLEX 1.5 - 16V M-6"," 8","9.2","11.2","13.2","1.78","B"
"JAC","T5","1.5 JETFLEX CVT (MY17) 1.5 - 16V CVT","7.9"," 8","11.5","11.4","1.88","B"
"JAC","T5","Jetflex 1.5-16V M-6","6.8","8.2","9.6","12.2","2.06","B"
"JAC","T5","1.5 - 16V 1.5 JETFLEX M-6"," 8","9.2","11.2","13.2","1.78","B"
"JAC","T5","1.5 - 16V 1.5 JETFLEX CVT CVT","6.7","7.8","9.7","11.6","2.1","B"
"JAC","T6","2.0 Jetflex 2.0-16V M-5","5.6","6.6","8.1","9.7","2.55","-"
"JAGUAR","EPACE","P250F S
P250F S RDY P250F SE P250F SE RDY P250F STD 2.0-16V A-9","4.6"," 6","7.4","9.1","2.87","B"
"JAGUAR","E-PACE","P250F S 2.0-16V Turbo A-9","4.6"," 6","7.4","9.1","2.87","C"
"JAGUAR","E-PACE","P250F S RDY 2.0-16V Turbo A-9","4.6"," 6","7.4","9.1","2.87","C"
"JAGUAR","E-PACE","P250F SE 2.0-16V Turbo A-9","4.6"," 6","7.4","9.1","2.87","C"
"JAGUAR","E-PACE","P250F SE RDY 2.0-16V Turbo A-9","4.6"," 6","7.4","9.1","2.87","C"
"JAGUAR","E-PACE","P250F STD 2.0-16V Turbo A-9","4.6"," 6","7.4","9.1","2.87","C"
"JAGUAR","E-PACE","P250F STD 2.0-16V A-9","4.6"," 6","7.4","9.1","2.87","C"
"JAGUAR","E-PACE","P250F S 2.0-16V A-9","4.6"," 6","7.4","9.1","2.87","C"
"JAGUAR","E-PACE","P250F SE 2.0-16V A-9","4.6"," 6","7.4","9.1","2.87","C"
"JAGUAR","E-PACE","P250F S RDY 2.0-16V A-9","4.6"," 6","7.4","9.1","2.87","C"
"JAGUAR","E-PACE","P250F SE RDY 2.0-16V A-9","4.6"," 6","7.4","9.1","2.87","C"
"JAGUAR","E-PACE","P   250 2.0-16V A-9","4.4","4.6","6.3","6.6","3.45","C"
"JAGUAR","E-PACE","P250F RDYNS 2.0-16V A-9","4.4","4.6","6.3","6.6","3.45","B"
"JAGUAR","E-PACE","P250F RDYNSE 2.0-16V A-9","4.4","4.6","6.3","6.6","3.45","B"
"JAGUAR","E-PACE","P250F S 2.0-16V A-9","4.4","4.6","6.3","6.6","3.45","C"
"JAGUAR","E-PACE","P250F SE 2.0-16V A-9","4.4","4.6","6.3","6.6","3.45","C"
"JAGUAR","F-PACE","PHEV 2.0-16V A-8","7.4","8.6","19.3","26.3","0.93","C"
"JAGUAR","F-PACE","PHEV SE 2.0-16V A-8","7.4","8.6","19.3","26.3","0.93","C"
"JAGUAR","F-PACE","PHEV RDYN S 2.0-16V A-8","7.4","8.6","19.3","26.3","0.93","C"
"JAGUAR","F-PACE","PHEV RDYN SE 2.0-16V A-8","7.4","8.6","19.3","26.3","0.93","C"
"JAGUAR","F-PACE","PHEV RDYNHSE 2.0-16V A-8","7.4","8.6","19.3","26.3","0.93","C"
"JEEP","COMPASS","Sport / Longitude 2.0-16V A-6","5.5","7.2","8.1","10.5","2.47","C"
"JEEP","COMMANDER","OVERLAND T270 1.3 16V T A-6","6.9","8.3","9.8","11.8","2.05","B"
"JEEP","COMMANDER","LIMITED T270 1.3 16V T A-6","6.9","8.3","9.8","11.8","2.05","B"
"JEEP","COMPASS","Sport / Longitude / Limited / Night Eagle 2.0-16V A-6","6.1","7.5","8.8","10.8","2.29","C"
"JEEP","COMPASS","SPORT / LONGITUDE / LIMITED 2.0-16V A-6","6.1","7.5","8.8","10.8","2.29","C"
"JEEP","COMPASS","Sport 2.0-16V A-6","6.1","7.5","8.8","10.8","2.29","A"
"JEEP","COMPASS","Longitude 2.0-16V A-6","6.1","7.5","8.8","10.8","2.29","B"
"JEEP","COMPASS","Limited 2.0-16V A-6","6.1","7.5","8.8","10.8","2.29","B"
"JEEP","COMPASS","LIMITED T4 1.3 16V T A-6","7.2","8.3","10.2","11.7","1.99","C"
"JEEP","COMPASS","LIMITED T4 1.3 16V T A-6","7.1","8.6","10.3","11.9","1.98","C"
"JEEP","COMPASS","SERIE S T4 1.3 16V T A-6","7.2","8.3","10.2","11.7","1.99","C"
"JEEP","COMPASS","SPORT TF 1.3 16V T A-6","7.3","8.7","10.5","12.1","1.93","C"
"JEEP","COMPASS","LIMITED 2.0-16V A-6","6.1","7.5","8.8","10.8","2.29","B"
"JEEP","COMPASS","LIMITED S 2.0-16V A-6","6.1","7.5","8.8","10.8","2.29","C"
"JEEP","COMPASS","LONGITUDE 2.0-16V A-6","6.1","7.5","8.8","10.8","2.29","B"
"JEEP","COMPASS","NIGHT EAGLE 2.0-16V A-6","6.1","7.5","8.8","10.8","2.29","B"
"JEEP","COMPASS","SPORT 2.0-16V A-6","6.1","7.5","8.8","10.8","2.29","A"
"JEEP","COMPASS","Sport 2.0-16V A-6","5.5","7.2","8.1","10.5","2.47","A"
"JEEP","COMPASS","Longitude 2.0-16V A-6","5.5","7.2","8.1","10.5","2.47","B"
"JEEP","RENEGADE","Custom / Sport 1.8-16V M-5","7.5","8.3","10.9","12.3","1.91","C"
"JEEP","RENEGADE","Sport 1.8-16V A-6"," 7","8.5","10.1","12.1"," 2","C"
"JEEP","RENEGADE","Longitude / Limited / Night Eagle 1.8-16V A-6","6.5","7.6","9.5","10.9","2.18","C"
"JEEP","RENEGADE","SPORT 1.8-16V M-5","7.5","8.3","10.9","12.3","1.91","C"
"JEEP","RENEGADE","1.8 1.8-16V A-6","6.9","8.6"," 10"," 12","2.02","C"
"JEEP","RENEGADE","SPORT 1.8-16V A-6","6.9","8.6"," 10"," 12","2.02","C"
"JEEP","RENEGADE","LONGITUDE 1.8-16V A-6","6.9","8.6"," 10"," 12","2.02","B"
"JEEP","RENEGADE","LIMITED 1.8-16V A-6","6.4"," 8","9.4"," 11","2.17","B"
"JEEP","RENEGADE"," 1.8-16V A-6","6.9","8.6"," 10"," 12","2.02","C"
"JEEP","RENEGADE","Sport 1.8-16V A-6","6.9","8.6"," 10"," 12","2.02","C"
"JEEP","RENEGADE","Longitude 1.8-16V A-6","6.9","8.6"," 10"," 12","2.02","B"
"JEEP","RENEGADE","Limited 1.8-16V A-6","6.4"," 8","9.4"," 11","2.17","B"
"JEEP","RENEGADE","1.8 AUTOMÁTICO 1.8-16V A-6","6.9","8.6"," 10"," 12","2.02","D"
"JEEP","RENEGADE","LIMITED 1.8-16V A-6","6.7","8.1","9.5"," 11","2.13","B"
"JEEP","RENEGADE","LONGITUDE 1.8-16V A-6","6.9","8.6"," 10"," 12","2.02","B"
"JEEP","RENEGADE","SPORT 1.8-16V A-6","6.9","8.6"," 10"," 12","2.02","C"
"JEEP","RENEGADE","LIMITED TF 1.3 16V T A-6","7.7","9.1"," 11","12.8","1.83","C"
"JEEP","RENEGADE","LONGITUDE TF 1.3 16V T A-6","7.7","9.1"," 11","12.8","1.83","C"
"JEEP","RENEGADE","SPORT TF 1.3 16V T A-6","7.7","9.1"," 11","12.8","1.83","C"
"JEEP","RENEGADE","Sport 1.8-16V M-5","6.7","7.4","9.6","10.7","2.18","C"
"JEEP","RENEGADE","Sport 1.8-16V M-5","6.7","7.4","9.6","10.7","2.18","C"
"JEEP","RENEGADE","1.8-16V 1.8 / Sport M-5","7.3","7.6","10.6","11.2","2.02","C"
"JEEP","RENEGADE","1.8-16V Sport / Longitude / Limited A-6","6.5","7.6","9.5","10.9","2.18","C"
"JEEP","RENEGADE (2017)","Sport 1.8-16V A-6","6.5","7.6","9.5","10.9","2.18","C"
"JEEP","RENEGADE (2017)","Longitude 1.8-16V A-6","6.5","7.6","9.5","10.9","2.18","B"
"JEEP","RENEGADE (2017)","Limited 1.8-16V A-6","6.5","7.6","9.5","10.9","2.18","B"
"JEEP","RENEGADE (2017)","1.8 1.8-16V M-5","7.3","7.6","10.6","11.2","2.02","-"
"JEEP","RENEGADE (2017)","Sport 1.8-16V M-5","7.3","7.6","10.6","11.2","2.02","C"
"KIA","SPORTAGE","EX2/ LX2 FFG3 2.0 - 16V A-6"," 6","7.5","8.6","10.6","2.34","D"
"KIA","CERATO","FF EX4/ LX4/ SX4 ATNB 1.6 - 16V A-6"," 7","9.3","10.1","12.6","1.95","D"
"KIA","CERATO","FF EX4/ LX4/ SX4 ATNB 1.6 - 16V A-6"," 7","9.3","10.1","12.6","1.95","D"
"KIA","Cerato","FF EX/ LX/ SX/ GT 2.0 AT 2.0-16V A-6","6.5","9.3","9.6","13.1","2.02","-"
"KIA","CERATO","FF EX 2.0 - 16V A-6","6.5","9.3","9.6","13.1","2.02","C"
"KIA","CERATO","LX 2.0 - 16V A-6","6.5","9.3","9.6","13.1","2.02","C"
"KIA","CERATO","SX 2.0 - 16V A-6","6.5","9.3","9.6","13.1","2.02","C"
"KIA","CERATO","GT 2.0 AT 2.0 - 16V A-6","6.5","9.3","9.6","13.1","2.02","D"
"KIA","Cerato","EX3 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","C"
"KIA","Cerato","LX3 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","C"
"KIA","Cerato","SX3 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","C"
"KIA","Cerato","EX3 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","C"
"KIA","Cerato","LX3 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","C"
"KIA","Cerato","SX3 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","C"
"KIA","Cerato","EX3 MTNB 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","D"
"KIA","Cerato","LX3 MTNB 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","D"
"KIA","Cerato","SX3 MTNB 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","D"
"KIA","Cerato","EX3 ATNB 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","C"
"KIA","Cerato","LX3 ATNB 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","C"
"KIA","Cerato","SX3 ATNB 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","D"
"KIA","Cerato","LX3 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","C"
"KIA","Cerato","EX3 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","C"
"KIA","Cerato","SX3 ATNB 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","D"
"KIA","Cerato","LX3 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","C"
"KIA","Cerato","EX3 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","C"
"KIA","Cerato","SX3 ATNB 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","B"
"KIA","Cerato","LX3 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","C"
"KIA","Cerato","EX3 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","C"
"KIA","Cerato","SX3 1.6-16V A-6","6.6","9.1","9.5","12.4","2.04","C"
"KIA","Cerato","LX3 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","C"
"KIA","Cerato","EX3 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","C"
"KIA","Cerato","SX3 1.6-16V M-6","6.8","9.3"," 10"," 14","1.93","C"
"KIA","NEW SOUL","EX2 / LX2 1.6 FF AT 1.6 - 16V A-6","7.3"," 8","10.2"," 11","2.04","B"
"KIA","NEW SOUL","EX2 / LX2 1.6 FF AT 1.6 - 16V A-6","7.3"," 8","10.2"," 11","2.04","B"
"KIA","NEW SOUL","EX2 1.6-16V A-6","7.3"," 8","10.2"," 11","2.04","B"
"KIA","NEW SOUL","LX2 1.6-16V A-6","7.3"," 8","10.2"," 11","2.04","E"
"KIA","NEW SOUL","EX2 1.6 - 16V A-6","7.3"," 8","10.2"," 11","2.04","B"
"KIA","NEW SOUL","LX2 1.6 FF AT 1.6 - 16V A-6","7.3"," 8","10.2"," 11","2.04","A"
"KIA","NEW SOUL","EX AT 1.6-16V A-6","6.7","8.4","9.4","11.2","2.12","B"
"KIA","NEW SOUL","LX AT 1.6-16V A-6","6.7","8.4","9.4","11.2","2.12","B"
"KIA","NEW SOUL","EX 1.6-16V A-6","6.7","8.4","9.4","11.2","2.12","C"
"KIA","NEW SOUL","LX 1.6 FF AT 1.6-16V A-6","6.7","8.4","9.4","11.2","2.12","-"
"KIA","NEW SOUL","EX 1.6-16V A-6","6.7","8.4","9.4","11.2","2.12","C"
"KIA","NEW SOUL","LX 1.6-16V A-6","6.7","8.4","9.4","11.2","2.12","B"
"KIA","PICANTO","EX5/ LX5 1.0 FF MT 1.0 - 12V M-5","7.9","10.3","11.6"," 15","1.69","B"
"KIA","PICANTO","EX5/ LX5 1.0 FF AT 1.0 - 12V A-4","8.1","9.9","11.4","14.7","1.7","A"
"KIA","PICANTO","EX5/ LX5 1.0 FF MT 1.0 - 12V M-5","7.9","10.3","11.6"," 15","1.69","B"
"KIA","PICANTO","EX5/ LX5 1.0 FF AT 1.0 - 12V A-4","8.1","9.9","11.4","14.7","1.7","A"
"KIA","PICANTO","EX4 MT 1.0-12V M-5","8.2","9.8"," 12","14.4","1.68","B"
"KIA","PICANTO","LX4 MT 1.0-12V M-5","8.2","9.8"," 12","14.4","1.68","D"
"KIA","PICANTO","EX4 AT 1.0-12V A-4","8.3","9.4","11.4","13.1","1.75","D"
"KIA","PICANTO","LX4 AT 1.0-12V A-4","8.3","9.4","11.4","13.1","1.75","E"
"KIA","PICANTO","EX4 1.0-12V M-5","8.2","9.8"," 12","14.4","1.68","C"
"KIA","PICANTO","LX4 1.0 MT FF 1.0-12V M-5","8.2","9.8"," 12","14.4","1.68","-"
"KIA","PICANTO","EX4 1.0-12V A-4","8.3","9.4","11.4","13.1","1.75","C"
"KIA","PICANTO","LX4 1.0 AT FF 1.0-12V A-4","8.3","9.4","11.4","13.1","1.75","-"
"KIA","PICANTO","EX4 1.0-12V A-4"," 8","8.9","10.6","12.1","1.87","C"
"KIA","PICANTO","LX4 1.0-12V A-4"," 8","8.9","10.6","12.1","1.87","B"
"KIA","PICANTO","EX4 1.0-12V M-5","8.2"," 10","11.7","14.3","1.69","C"
"KIA","PICANTO","LX4 1.0-12V M-5","8.2"," 10","11.7","14.3","1.69","A"
"KIA","RIO","EX / LX 1.6 FF MT HB 1.6 - 16V M-6"," 7","9.4","10.2","13.8","1.91","A"
"KIA","RIO","EX / LX 1.6 FF AT HB 1.6 - 16V A-6","7.2","9.3","10.5","13.4","1.88","A"
"KIA","RIO","EX / LX 1.6 FF MT HB 1.6 - 16V M-6"," 7","9.4","10.2","13.8","1.91","A"
"KIA","RIO","EX / LX 1.6 FF AT HB 1.6 - 16V A-6","7.2","9.3","10.5","13.4","1.88","A"
"KIA","RIO","EX 1.6-16V A-6","7.2","9.3","10.5","13.4","1.88","C"
"KIA","RIO","LX 1.6-16V A-6","7.2","9.3","10.5","13.4","1.88","B"
"KIA","RIO","EX 1.6 FF AT HB 1.6 - 16V A-6","7.2","9.3","10.5","13.4","1.88","A"
"KIA","RIO","LX 1.6 FF AT HB 1.6 - 16V A-6","7.2","9.3","10.5","13.4","1.88","A"
"KIA","Soul","EX 1.6-16V M-6"," 7"," 8","10.3","11.8","2.02","A"
"KIA","Soul","LX 1.6-16V M-6"," 7"," 8","10.3","11.8","2.02","A"
"KIA","Soul","EX 1.6-16V A-6","6.5","7.6","9.6","11.1","2.17","C"
"KIA","Soul","LX 1.6-16V A-6","6.5","7.6","9.6","11.1","2.17","B"
"KIA","Soul","EX MT 1.6-16V M-6"," 7"," 8","10.3","11.8","2.02","A"
"KIA","Soul","LX MT 1.6-16V M-6"," 7"," 8","10.3","11.8","2.02","A"
"KIA","Soul","EX AT 1.6-16V A-6","6.5","7.6","9.6","11.1","2.17","B"
"KIA","Soul","LX AT 1.6-16V A-6","6.5","7.6","9.6","11.1","2.17","B"
"KIA","SPORTAGE","EX2/ LX2 FFG4 2.0 - 16V A-6"," 6","7.6","8.4","10.7","2.34","A"
"KIA","SPORTAGE","EX2/ LX2 FFG3 2.0 - 16V A-6"," 6","7.5","8.6","10.6","2.34","D"
"KIA","SPORTAGE","EX2/ LX2 FFG4 2.0 - 16V A-6"," 6","7.6","8.4","10.7","2.34","A"
"KIA","SPORTAGE","EX2/ LX2 FFG3 2.0 - 16V A-6"," 6","7.5","8.6","10.6","2.34","D"
"KIA","SPORTAGE","EX2/ LX2 FFG4 2.0 - 16V A-6"," 6","7.6","8.4","10.7","2.34","A"
"KIA","SPORTAGE","EX2 2.0-16V A-6","6.1","7.9","8.8","11.4","2.25","D"
"KIA","SPORTAGE","LX2 FFG3 2.0-16V A-6","6.1","7.9","8.8","11.4","2.25","D"
"KIA","SPORTAGE","EX2 2.0 - 16V A-6","6.1","7.9","8.8","11.4","2.25","A"
"KIA","SPORTAGE","LX2 FFG3 2.0 - 16V A-6","6.1","7.9","8.8","11.4","2.25","C"
"KIA","SPORTAGE","EX G1 2.0-16V M-6","5.8","6.9","8.5","10.3","2.42","B"
"KIA","SPORTAGE","EX G2 2.0-16V M-6","5.8","6.9","8.5","10.3","2.42","B"
"KIA","SPORTAGE","LX G1 2.0-16V M-6","5.8","6.9","8.5","10.3","2.42","C"
"KIA","SPORTAGE","LX G2 2.0-16V M-6","5.8","6.9","8.5","10.3","2.42","D"
"KIA","SPORTAGE","EX G3 2.0-16V A-6"," 6","7.4","8.9","11.2","2.29","D"
"KIA","SPORTAGE","EX G4 2.0-16V A-6"," 6","7.4","8.9","11.2","2.29","E"
"KIA","SPORTAGE","LX G3 2.0-16V A-6"," 6","7.4","8.9","11.2","2.29","A"
"KIA","SPORTAGE","LX G4 2.0-16V A-6"," 6","7.4","8.9","11.2","2.29","A"
"KIA","SPORTAGE","EX G1 2.0-16V M-6","5.8","6.9","8.5","10.3","2.42","B"
"KIA","SPORTAGE","EX G2 2.0-16V M-6","5.8","6.9","8.5","10.3","2.42","B"
"KIA","SPORTAGE","LX G1 2.0-16V M-6","5.8","6.9","8.5","10.3","2.42","C"
"KIA","SPORTAGE","LX G2 2.0-16V M-6","5.8","6.9","8.5","10.3","2.42","D"
"KIA","SPORTAGE","EX G3 2.0-16V A-6"," 6","7.4","8.9","11.2","2.29","D"
"KIA","SPORTAGE","EX G4 2.0-16V A-6"," 6","7.4","8.9","11.2","2.29","E"
"KIA","SPORTAGE","LX G3 2.0-16V A-6"," 6","7.4","8.9","11.2","2.29","A"
"KIA","SPORTAGE","LX G4 2.0-16V A-6"," 6","7.4","8.9","11.2","2.29","A"
"KIA","SPORTAGE","EX 2.0-16V M-6","5.8","6.9","8.5","10.3","2.42","B"
"KIA","SPORTAGE","LX 2.0 FF G1 2.0-16V M-6","5.8","6.9","8.5","10.3","2.42","-"
"KIA","SPORTAGE","G2 2.0-16V M-6","5.8","6.9","8.5","10.3","2.42","A"
"KIA","PICANTO","EX4/LX4 1.0 MT FF","8.2"," 10","11.7","14.3","1.69","-"
"KIA","PICANTO","EX4/ LX4 1.0 ATFF","8.4","9.7","11.3","13.6","1.73","-"
"KIA","PICANTO","EX5/ LX5 1.0 FF MT","7.9","10.3","11.6"," 15","1.69","-"
"KIA","PICANTO","EX5/ LX5 1.0 FF AT","8.1","9.9","11.4","14.7","1.7","-"
"KIA","RIO","1.6 - 16V EX / LX 1.6 FF MT HB M-6"," 7","9.4","10.2","13.8","1.91","A"
"KIA","RIO","1.6 - 16V EX / LX 1.6 FF AT HB A-6","7.2","9.3","10.5","13.4","1.88","A"
"KIA","CERATO","1.6 - 16V FF EX4/ LX4/ SX4 ATNB A-6"," 7","9.3","10.1","12.6","1.95","A"
"KIA","CERATO","1.6 - 16V FF EX4/ LX4/ SX4 ATNB A-6"," 7","9.3","10.1","12.6","1.95","A"
"KIA","NEW SOUL","1.6 - 16V EX/LX 1.6 FF AT A-6","6.7","8.4","9.4","11.2","2.12","A"
"KIA","NEW SOUL","1.6 - 16V EX2 / LX2 1.6 FF AT A-6","7.3"," 8","10.2"," 11","2.04","A"
"KIA","SPORTAGE","2.0 - 16V EX2/ LX2 FFG3 A-6"," 6","7.5","8.7"," 11","2.31","A"
"KIA","SPORTAGE","2.0 - 16V EX2/ LX2 FFG4 A-6","5.9","7.5","8.4","10.7","2.36","D"
"LAND ROVER","DISCOVERY
SPORT","SI4 S/ SI4 SE/ SI4 HSE/ SI4 HSE L/
SI4 SE 7L/ HSE 7L/ HSEL 7L 2.0L - 16
V A- 9","7.2","9.6","10.3","13.3","1.89","-"
"LAND ROVER","DISC SPT","P240FF HSE / P240FF HSEL /
P240FF HSEL7 / P240FF HSE7L / P240FF S / P240FF SE / P240FF SE 7L 2.0-16V A-9","4.1","5.8"," 7","8.4","3.12","C"
"LAND ROVER","DISC SPT","P240FF HSE / P240FF HSEL /
P240FF HSEL7 / P240FF HSE7L / P240FF S / P240FF SE / P240FF SE 7L 2.0-16V A-9","4.1","5.8"," 7","8.4","3.12","C"
"LAND ROVER","DISC SPT","P240FF HSE / P240FF HSEL /
P240FF HSEL7 / P240FF HSE7L / P240FF S / P240FF SE / P240FF SE 7L 2.0-16V  /
241 cv A-9","4.1","5.8"," 7","8.4","3.12","D"
"LAND ROVER","DISCOVERY SPORT","P240FF HSE 2.0-16V A-9","4.1","5.8"," 7","8.4","3.12","A"
"LAND ROVER","DISCOVERY SPORT","P240FF HSEL 2.0-16V A-9","4.1","5.8"," 7","8.4","3.12","A"
"LAND ROVER","DISCOVERY SPORT","P240FF HSEL7 2.0-16V A-9","4.1","5.8"," 7","8.4","3.12","A"
"LAND ROVER","DISCOVERY SPORT","P240FF HSE7L 2.0-16V A-9","4.1","5.8"," 7","8.4","3.12","B"
"LAND ROVER","DISCOVERY SPORT","P240FF S 2.0-16V A-9","4.1","5.8"," 7","8.4","3.12","B"
"LAND ROVER","DISCOVERY SPORT","P240FF SE 2.0-16V A-9","4.1","5.8"," 7","8.4","3.12","B"
"LAND ROVER","DISCOVERY SPORT","P240FF SE 7L 2.0-16V A-9","4.1","5.8"," 7","8.4","3.12","B"
"LAND ROVER","DISCOVERY SPORT","P250FF S 2.0-16V A-9","4.6","5.6","6.8","8.2","3.06","B"
"LAND ROVER","DISCOVERY SPORT","P250FF S 7L 2.0-16V A-9","4.6","5.6","6.8","8.2","3.06","B"
"LAND ROVER","DISCOVERY SPORT","P250FF SE 2.0-16V A-9","4.6","5.6","6.8","8.2","3.06","D"
"LAND ROVER","DISCOVERY SPORT","P250FF SE 7L 2.0-16V A-9","4.6","5.6","6.8","8.2","3.06","D"
"LAND ROVER","DISCOVERY SPORT","P250FF SE RD 2.0-16V A-9","4.6","5.6","6.8","8.2","3.06","A"
"LAND ROVER","DISCOVERY SPORT","P250FF SERD7 2.0-16V A-9","4.6","5.6","6.8","8.2","3.06","A"
"LAND ROVER","DISCOVERY SPORT","P250FF S 2.0-16V A-9","4.9","6.2"," 7","8.6","2.9","B"
"LAND ROVER","DISCOVERY SPORT","P250FF S 7L 2.0-16V A-9","4.9","6.2"," 7","8.6","2.9","B"
"LAND ROVER","DISCOVERY SPORT","P250FF SE 2.0-16V A-9","4.9","6.2"," 7","8.6","2.9","D"
"LAND ROVER","DISCOVERY SPORT","P250FF SE 7L 2.0-16V A-9","4.9","6.2"," 7","8.6","2.9","D"
"LAND ROVER","DISCOVERY SPORT","P250FF SE RD 2.0-16V A-9","4.9","6.2"," 7","8.6","2.9","A"
"LAND ROVER","DISCOVERY SPORT","P250FF SERD7 2.0-16V A-9","4.9","6.2"," 7","8.6","2.9","A"
"LAND ROVER","EVOQUE","P240FF HSE DYN / P240FF PURE / P240FF SE / P240FF SE DYN 2.0-16V A-9","4.4","6.5","7.7","9.4","2.82","C"
