"MARCA","MODELO","VERSAO","Álcool
Cidade (km/l)","Álcool
Estrada (km/l)","Gasolina
Cidade (km/l)","Gasolina
Estrada (km/l)","Consumo Energético (MJ/km)","Classificação"
"AUDI","A3 Sedan","Attraction/Ambiente 1.4-16V A-6","7.8","9.9","11.7","14.2","1.72","B"
"AUDI","A3","Sedan
Attraction 1.4-16V A-6","7.8","9.9","11.7","14.2","1.72","C"
"AUDI","A3","Sedan
Ambiente 1.4-16V A-6","7.8","9.9","11.7","14.2","1.72","B"
"AUDI","A3 Sedan","Attraction/Ambiente 1.4-16V A-6","7.8","9.9","11.7","14.2","1.72","B"
"AUDI","A3 Sedan","Prestige 1.4-16V A-6","7.8","9.9","11.7","14.2","1.72","C"
"AUDI","A3 Sedan","Prestige Plus 1.4-16V A-6","7.8","9.9","11.7","14.2","1.72","C"
"AUDI","A3 Sedan","Attraction (150cv) 1.4-16V A-6","7.8","9.9","11.7","14.2","1.72","C"
"AUDI","A3 Sedan","Ambiente (150cv) 1.4-16V A-6","7.8","9.9","11.7","14.2","1.72","C"
"AUDI","A3 Sedan","1.4-16V Attraction/Ambiente A-6","7.8","9.9","11.7","14.2","1.72","C"
"AUDI","Q3","Attraction / Ambiente / Ambition 1.4-16V DCT-6","6.9","8.1","10.2","11.9","2.02","C"
"AUDI","Q3","Attraction / Ambiente / Ambition 1.4-16V DCT-6","6.9","8.1","10.2","11.9","2.02","C"
"AUDI","Q3","Prestige 1.4-16V DCT-6","6.9","8.1","10.2","11.9","2.02","C"
"AUDI","Q3","Prestige Plus 1.4-16V DCT-6","6.9","8.1","10.2","11.9","2.02","C"
"AUDI","Q3","Black 1.4-16V DCT-6","6.9","8.1","10.2","11.9","2.02","C"
"AUDI","Q5 Sportback  TFSIe","Performance 2.0 - 16V A-7","8.6","8.9","21.8","21.8","0.93","C"
"AUDI","Q5 Sportback  TFSIe","Performance Black 2.0 - 16V A-7","8.6","8.9","21.8","21.8","0.93","C"
"AUDI","Q5 TFSIe","Performance 2.0 - 16V A-7","8.5","9.6","20.9","21.6","0.96","C"
"AUDI","Q5 TFSIe","Performance Black 2.0 - 16V A-7","8.5","9.6","20.9","21.6","0.96","C"
"BMW","220i","CAT ActiveFlex 2.0 - 16v A-8","7.1","8.7","10.5","12.9","1.92","C"
"BMW","220i","CAT ActiveFlex 2.0 - 16v A-8","7.1","8.7","10.5","12.9","1.92","C"
"BMW","320i","ActiveFlex 2.0 - 16v A-8","6.7","8.8","9.8","12.8"," 2","C"
"BMW","320i","ActiveFlex 2.0 - 16v A-8","6.7","8.8","9.8","12.8"," 2","C"
"BMW","320i","Active flex 2.0 - 16V A-8","7.5"," 9","10.9","13.2","1.85","C"
"BMW","328i","ActiveFlex 2.0 - 16v A-8","6.4","8.5","9.8","12.5","2.06","C"
"BMW","328i","ActiveFlex 2.0 - 16v A-8","6.4","8.5","9.8","12.5","2.06","C"
"BMW","330e","- 2.0 - 16V A-8","9.5","11.2","22.4","25.9","0.85","C"
"BMW","X1","sDrive20i ActiveFlex 2.0 - 16v A-8","6.9","8.4"," 10","12.1","2.02","C"
"BMW","X1","xDrive25i ActiveFlex 2.0 - 16v A-8","6.6","8.1","9.4","11.4","2.14","B"
"BMW","X1","sDrive20i ActiveFlex 2.0 - 16v A-8","6.9","8.4"," 10","12.1","2.02","C"
"BMW","X1","xDrive25i ActiveFlex 2.0 - 16v A-8","6.6","8.1","9.4","11.4","2.14","B"
"BMW","X1","xDrive 25i 2.0-16V A-8","6.6","l8.1","9.4","11.4","2.14","C"
"BMW","X1","sDrive 20i 2.0-16V A-8","6.9","l8.4","10","12.1","2.02","D"
"BMW","X1","sDrive 20i 2.0 - 16V A-8","6.6","l8.2","9.7","12.1","2.08","D"
"BMW","X1","xDrive 25i 2.0 - 16V A-8"," 6","l7.6","8.8","10.9","2.29","D"
"BMW","X2","sDrive 18i Active Flex 1.5 - 12v A-6","7.4","l8.7","10.6","12.5","1.9","D"
"BMW","X2","sDrive 20i Active Flex 2.0 - 16v A-8","6.8","l8.8","10.4","13.1","1.95","D"
"BMW","X2","sDrive 18i Active Flex 1.5 - 12v A-6","7.4","l8.7","10.6","12.5","1.9","D"
"BMW","X2","sDrive 20i Active Flex 2.0 - 16v A-8","6.8","l8.8","10.4","13.1","1.95","D"
"BMW","X2","sDrive 18i 1.5-16V A-6","7.4","l8.7","10.6","12.5","1.9","B"
"BMW","X2","sDrive 20i 2.0-16V A-8","6.8","l8.8","10.4","13.1","1.95","D"
"BMW","X2","sDrive 18i Active Flex 1.5 - 12V A-6","7.4","l8.7","10.6","12.5","1.9","D"
"BMW","X2","sDrive 20i ActiveFlex 2.0 - 16V A-8","6.8","l8.8","10.4","13.1","1.95","B"
"BMW","X3","xDrive 30e 2.0 - 16V A-8","8.1","l9.6","18.8","21.3","1.02","B"
"BMW","X5","xDrive45e 3.0 - 24V A-8","7.6","l8.7","18.8"," 21","1.03","C"
"BMW","X5","xDrive50e MSP 3.0 - 24V A-8","9.1","l9.3","21.9","22.6","0.91","C"
"BMW","X5","xDrive50e XLINE 3.0 - 24V A-8","9.1","l9.3","21.9","22.6","0.91","B"
"BMW","125I","Active Flex 2.0-16V A-8"," 6","l8.3","8.6","11.8","2.24","B"
"BMW","120i","Active Flex 2.0-16V A-8","6.5","l9.3","9.2","13.3","2.04","B"
"BMW","320i","Active Flex 2.0-16V A-8","6.5","l9.3","9.4","13.3","2.02","B"
"BMW","328i","Active Flex 2.0-16V A-8","6.4","l9.1","9.3","13.2","2.06","B"
"BMW","X1","sDrive 20i
Active Flex 2.0-16V A-8"," 6","l8.1","8.4","11.7","2.29","B"
"BMW","X1","xDrive 28i
Active Flex 2.0-16V A-8","5.3","l7.5","8"," 11","2.48","B"
"BMW","120i","Active Flex 2.0-16V A-8","6.5","l9.3","9.2","13.3","2.04","B"
"BMW","125i","Active Flex 2.0-16V A-8"," 6","l8.3","8.6","11.8","2.24","B"
"BMW","220i","CAT Active Flex 2.0-16V A-8","7.1","l8.7","10.5","12.9","1.92","B"
"BMW","225i","CAT Active Flex 2.0-16V A-8","6.8","l8.5","10.2","12.4"," 2","B"
"BMW","320i","Active Flex 2.0-16V A-8","6.5","l9.3","9.4","13.3","2.02","B"
"BMW","328i","Active Flex 2.0-16V A-8","6.4","l9.1","9.3","13.2","2.06","B"
"BMW","X1","sDrive20i Active Flex 2.0-16V A-8","7","9","10.3"," 13","1.93","B"
"BMW","X1","sDrive20i X- Line Active Flex 2.0-16v A-8","6.9","l8.4","10","12.1","2.02","B"
"BMW","X1","sDrive20i GP Active Flex 2.0-16v A-8","6.9","l8.4","10","12.1","2.02","C"
"BMW","X1","xDrive25i Active Flex 2.0-16V A-8","6.6","l8.1","9.4","11.5","2.13","C"
"BMW","220i","2.0 - 16v CAT ActiveFlex A-8","7.1","l8.7","10.5","12.9","1.92","B"
"BMW","225i","2.0 - 16v CAT ActiveFlex A-8","6.8","l8.5","10.2","12.4"," 2","B"
"BMW","320i","2.0 - 16v ActiveFlex A-8","6.7","l8.8","9.8","12.8"," 2","B"
"BMW","328i","2.0 - 16v ActiveFlex A-8","6.4","l8.5","9.8","12.5","2.06","B"
"BMW","X1","2.0 - 16v sDrive20i ActiveFlex A-8","6.9","l8.4","10","12.1","2.02","B"
"BMW","X1","2.0 - 16v xDrive25i ActiveFlex A-8","6.6","l8.1","9.4","11.4","2.14","B"
"CAOA CHERY","NEW QQ","1.0 LOOK / 1.0 LOOK PLUS / 1.0
SMILE / 1.0 SMILE PLUS / 1.0 ACT /
1.0 ACT PLUS 1.0 - 12V M-5","8.9","l9.9","12.9","14.4","1.59","B"
"CAOA CHERY","ARRIZO 5","RX / RXT 1.5T -16V CVT","6.7","l8.4","9.9","12.1","2.04","B"
"CAOA CHERY","Arrizo 5","RX 1.5-16V Turbo CVT","6.7","l8.4","9.9","12.1","2.04","B"
"CAOA CHERY","Arrizo 5","RXT 1.5-16V Turbo CVT","6.7","l8.4","9.9","12.1","2.04","B"
"CAOA CHERY","ARRIZO 5","RX 1.5T -16V CVT","6.7","l8.4","9.9","12.1","2.04","B"
"CAOA CHERY","ARRIZO 5","RXT 1.5T -16V CVT","6.7","l8.4","9.9","12.1","2.04","B"
"CAOA CHERY","ARRIZO 5","RT 1.5T -16V CVT","7.6","l9.6","11","12.9","1.82","B"
"CAOA CHERY","ARRIZO 5","RXS 1.5T -16V CVT","7.6","l9.6","11","12.9","1.82","B"
"CAOA CHERY","ARRIZO 5","RTS 1.5T -16V CVT","7.6","l9.6","11","12.9","1.82","B"
"CAOA CHERY","ARRIZO 6","GSX 1.5T -16V CVT","7.6","l9.4","11","13.3","1.82","B"
"CAOA CHERY","ARRIZO 6","PRO 1.5T -16V CVT","7.6","l9.4","11","13.3","1.82","B"
"CAOA CHERY","TIGGO 2","DESERT / EXCLUSIVE / SPORT / 1.5
ACT / 1.5 LOOK / 1.5 LUX / 1.5 SMILE 1.5 - 16V M-5","7.7","l8.8","10.9","12.3","1.86","C"
"CAOA CHERY","TIGGO 2","1.5 AT ACT / 1.5 AT EX / 1.5 AT LOOK 1.5 - 16V A-4","6.9","l8.2","10","11.9","2.03","C"
"CAOA CHERY","TIGGO 2","Desert 1.5-16V M-5","7.7","l8.8","10.9","12.3","1.86","B"
"CAOA CHERY","TIGGO 2","Exclusive 1.5-16V M-5","7.7","l8.8","10.9","12.3","1.86","B"
"CAOA CHERY","TIGGO 2","Sport 1.5-16V M-5","7.7","l8.8","10.9","12.3","1.86","B"
"CAOA CHERY","TIGGO 2","ACT 1.5-16V M-5","7.7","l8.8","10.9","12.3","1.86","B"
"CAOA CHERY","TIGGO 2","Look 1.5-16V M-5","7.7","l8.8","10.9","12.3","1.86","B"
"CAOA CHERY","TIGGO 2","Lux 1.5-16V M-5","7.7","l8.8","0.9","12.3","1.86","B"
"CAOA CHERY","TIGGO 2","Smile 1.5-16V M-5","7.7","l8.8","0.9","12.3","1.86","B"
"CAOA CHERY","TIGGO 2","ACT 1.5-16V A-4","6.9","l8.2","10","11.9","2.03","B"
"CAOA CHERY","TIGGO 2","Exclusive 1.5-16V A-4","6.9","l8.2","10","11.9","2.03","C"
"CAOA CHERY","TIGGO 2","Look 1.5-16V A-4","6.9","l8.2","10","11.9","2.03","C"
"CAOA CHERY","TIGGO 2","DESERT 1.5 - 16V M-5","7.7","l8.8","0.9","12.3","1.86","C"
"CAOA CHERY","TIGGO 2","EXCLUSIVE 1.5 - 16V M-5","7.7","l8.8","0.9","12.3","1.86","C"
"CAOA CHERY","TIGGO 2","SPORT 1.5 - 16V M-5","7.7","l8.8","0.9","12.3","1.86","C"
"CAOA CHERY","TIGGO 2","1.5 ACT 1.5 - 16V M-5","7.7","l8.8","0.9","12.3","1.86","B"
"CAOA CHERY","TIGGO 2","1.5 LOOK 1.5 - 16V M-5","7.7","l8.8","0.9","12.3","1.86","C"
"CAOA CHERY","TIGGO 2","1.5 LUX 1.5 - 16V M-5","7.7","l8.8","0.9","12.3","1.86","C"
"CAOA CHERY","TIGGO 2","1.5 SMILE 1.5 - 16V M-5","7.7","l8.8","0.9","12.3","1.86","B"
"CAOA CHERY","TIGGO 2","1.5 AT ACT 1.5 - 16V A","6.9","l8.2","10","11.9","2.03","C"
"CAOA CHERY","TIGGO 2","1.5 AT EX 1.5 - 16V A","6.9","l8.2","10","11.9","2.03","B"
"CAOA CHERY","TIGGO 2","1.5 AT LOOK 1.5 - 16V A","6.9","l8.2","10","11.9","2.03","C"
"CAOA CHERY","TIGGO 3X","T TA 1.0T A","7.8","l8.5","1.2","12.2","1.86","B"
"CAOA CHERY","TIGGO 3X","TX TA 1.0T A","7.8","l8.5","1.2","12.2","1.86","C"
"CAOA CHERY","TIGGO 3X","TXS TA 1.0T A","7.8","l8.5","1.2","12.2","1.86","C"
"CAOA CHERY","TIGGO 3X","S TA 1.0T A","7.8","l8.5","1.2","12.2","1.86","D"
"CAOA CHERY","TIGGO 3X","ST TA 1.0T A","7.8","l8.5","1.2","12.2","1.86","D"
"CAOA CHERY","TIGGO 3X","STX TA 1.0T A","7.8","l8.5","1.2","12.2","1.86","D"
"CAOA CHERY","TIGGO 3X","PLUS TA 1.0T A","7.8","l8.5","1.2","12.2","1.86","D"
"CAOA CHERY","TIGGO 3X","PRO TA 1.0T A","7.8","l8.5","1.2","12.2","1.86","D"
"CAOA CHERY","TIGGO 5X","T / TXS 1.5T -16V DCT-6","6.7","8","9.8","11.7","2.09","D"
"CAOA CHERY","TIGGO 5X","T 1.5-16V Turbo DCT-6","6.7"," 8","9.8","11.7","2.09","D"
"CAOA CHERY","TIGGO 5X","TXS 1.5-16V Turbo DCT-6","6.7"," 8","9.8","11.7","2.09","D"
"CAOA CHERY","TIGGO 5X","T 1.5T -16V DCT-6","6.7"," 8","9.8","11.7","2.09","D"
"CAOA CHERY","TIGGO 5X","TXS 1.5T -16V DCT-6","6.7"," 8","9.8","11.7","2.09","D"
"CAOA CHERY","TIGGO 7","T / TXS 1.5T -16V DCT-6","6.6","7.6","9.7","10.9","2.16","D"
"CAOA CHERY","TIGGO 7","T 1.5-16V Turbo DCT-6","6.6","7.6","9.7","10.9","2.16","D"
"CAOA CHERY","TIGGO 7","TXS 1.5-16V Turbo DCT-6","6.6","7.6","9.7","10.9","2.16","D"
"CAOA CHERY","TIGGO 7","T 1.5T -16V DCT-6","6.6","7.6","9.7","10.9","2.16","D"
"CAOA CHERY","TIGGO 7","TXS 1.5T -16V DCT-6","6.6","7.6","9.7","10.9","2.16","D"
"CHERY","CELER","1.5FFHB FL / 1.5FLEX FL /  1.5 HB
FL /  1.5 HB ACT / 1.5 SD ACT / 1.5 SD FL 1.5 - 16V M-5","6.6","7.9","9.2","11.4","2.16","B"
"CHERY","CELER","1.5 Flex 1.5-16V M-5","5.8","6.9","9.2","12.1","2.29","-"
"CHERY","CELER","1.5 Flex 1.5-16V M-5","5.8","6.9","9.2","12.1","2.29","-"
"CHERY","CELER","1.5 Flex HB 1.5-16V M-5","5.8","6.9","9.2","12.1","2.29","-"
"CHERY","CELER","1.5 - 16V 1.5FFHB FL
1.5FLEX FL
1.5 HB FL
1.5 HB ACT
1.5 SD ACT
1.5 SD FL M-5","6.6","7.9","9.2","11.4","2.16","B"
"CHERY","Face","1.3 Flex 1.3-16V M-5"," 7","7.4","10.3","12.6","2.02","-"
"CHERY","Face","1.3 Flex 1.3-16V M-5"," 7","7.4","10.3","12.6","2.02","-"
"CHERY","NEW QQ","1.0 LOOK / 1.0 LOOK PLUS / 1.0
SMILE / 1.0 SMILE PLUS / 1.0 ACT /
1.0 ACT PLUS 1.0 - 12V M-5","8.9","9.9","12.9","14.4","1.59","B"
"CHERY","TIGGO 2","DESERT / EXCLUSIVE / SPORT / 1.5
ACT / 1.5 LOOK / 1.5 LUX / 1.5 SMILE 1.5 - 16V M-5","7.7","8.8","10.9","12.3","1.86","C"
"CHERY","TIGGO 2","1.5 AT ACT / 1.5 AT EX / 1.5 AT LOOK 1.5-16V A-4","6.9","8.2"," 10","11.9","2.03","B"
"CHEVROLET","Cobalt","LTZ 1.8-8V A-6","7.5","9.6","10.9","13.6","1.81","B"
"CHEVROLET","Cobalt","LTZ 1.4-8V M-6","8.5","10.4","12.5","15.1","1.6","B"
"CHEVROLET","Cobalt","LT 1.4-8V M-6","8.5","10.4","12.5","15.1","1.6","B"
"CHEVROLET","Cobalt","LTZ 1.8-8V M-6","8.3","10.4","12.1","15.1","1.63","B"
"CHEVROLET","COBALT
(MY18)","1.4 LT/LTZ 1.4L-8V M-6","8.5","10.4","12.5","15.1","1.6","B"
"CHEVROLET","COBALT
(MY18)","1.8M LTZ / 1.8M LT 1.8L-8V M-6","8.3","10.4","12.1","15.1","1.63","B"
"CHEVROLET","COBALT
(MY18)","18A LTZ/18 A ELI / 1.8 A LT 1.8L-8V A-6","7.6",": 10","11.1","14.4","1.76","B"
"CHEVROLET","COBALT
(MY19)","1.4 LT 1.4L-8V M-6","8.5","10.4","12.5","15.1","1.6","B"
"CHEVROLET","COBALT
(MY19)","1.4 LTZ 1.4L-8V M-6","8.5","10.4","12.5","15.1","1.6","B"
"CHEVROLET","COBALT
(MY19)","1.8 AT ELITE 1.8L-8V A-6","7.6",": 10","11.1","14.4","1.76","B"
"CHEVROLET","COBALT
(MY19)","1.8 AT LT 1.8L-8V A-6","7.6",": 10","11.1","14.4","1.76","C"
"CHEVROLET","COBALT
(MY19)","1.8 AT LTZ 1.8L-8V A-6","7.6",": 10","11.1","14.4","1.76","C"
"CHEVROLET","COBALT
(MY19)","1.8M LT 1.8L-8V M-6","8.3","10.4","12.1","15.1","1.63","B"
"CHEVROLET","COBALT
(MY19)","1.8M LTZ 1.8L-8V M-6","8.3","10.4","12.1","15.1","1.63","B"
"CHEVROLET","COBALT
(MY19)","1.4 LT 1.4L-8V M-6","8.5","10.4","12.5","15.1","1.6","B"
"CHEVROLET","COBALT
(MY19)","1.4 LTZ 1.4L-8V M-6","8.5","10.4","12.5","15.1","1.6","B"
"CHEVROLET","COBALT
(MY19)","1.8 AT ELITE 1.8L-8V A-6","7.6",": 10","11.1","14.4","1.76","B"
"CHEVROLET","COBALT
(MY19)","1.8 AT LTZ 1.8L-8V A-6","7.6",": 10","11.1","14.4","1.76","C"
"CHEVROLET","COBALT
(MY19)","1.8M LT 1.8L-8V M-6","8.3","10.4","12.1","15.1","1.63","B"
"CHEVROLET","COBALT
(MY19)","1.8M LTZ 1.8L-8V M-6","8.3","10.4","12.1","15.1","1.63","B"
"CHEVROLET","CRUZE","LT 1.4-16V Turbo A-6","7.8","9.8","11.3"," 14","1.75","B"
"CHEVROLET","CRUZE","PRE2 1.4-16V Turbo A-6","7.6","9.4","11.1","13.9","1.79","C"
"CHEVROLET","CRUZE","PRE 1.4-16V Turbo A-6","7.6","9.4","11.1","13.9","1.79","B"
"CHEVROLET","CRUZE","LT NB AT 1.4T-16V A-6","7.8","9.8","11.3"," 14","1.75","C"
"CHEVROLET","CRUZE","PRE NB AT 1.4T-16V A-6","7.6","9.4","11.1","13.9","1.79","C"
"CHEVROLET","CRUZE","PRE2 NB AT 1.4T-16V A-6","7.6","9.4","11.1","13.9","1.79","D"
"CHEVROLET","CRUZE (MY19)","LT NB AT 1.4T-16V A-6","7.8","10.1","11.5","14.6","1.72","C"
"CHEVROLET","CRUZE (MY19)","LTZ NB AT 1.4T-16V A-6","7.6","9.9","11.1","14.2","1.76","D"
"CHEVROLET","CRUZE (MY19)","LT NB AT 1.4T-16V A-6","7.8","10.1","11.5","14.6","1.72","C"
"CHEVROLET","CRUZE (MY19)","LTZ NB AT 1.4T-16V A-6","7.6","9.9","11.1","14.2","1.76","D"
"CHEVROLET","CRUZE SPORT6","PRE2 1.4-16V Turbo A-6","7.6","9.4","11.1","13.5","1.8","C"
"CHEVROLET","CRUZE SPORT6","PRE 1.4-16V Turbo A-6","7.6","9.4","11.1","13.5","1.8","B"
"CHEVROLET","CRUZE SPORT6","LT 1.4-16V Turbo A-6","7.6","9.4","11.1","13.5","1.8","B"
"CHEVROLET","CRUZE SPORT6","LT HB AT 1.4T-16V A-6","7.6","9.4","11.1","13.5","1.8","D"
"CHEVROLET","CRUZE SPORT6","PRE HB AT 1.4T-16V A-6","7.6","9.4","11.1","13.5","1.8","D"
"CHEVROLET","CRUZE SPORT6","PRE2 HB AT 1.4T-16V A-6","7.6","9.4","11.1","13.5","1.8","D"
"CHEVROLET","MONTANA","LS1 1.4-8V MT-5","7.7"," 9","11.2","13.1","1.82","D"
"CHEVROLET","MONTANA","LS2 1.4-8V MT-5","7.5","8.4","10.7","12.2","1.91","D"
"CHEVROLET","MONTANA","Sport 1.4-8V MT-5","7.5","8.7","10.8","12.6","1.89","D"
"CHEVROLET","MONTANA","LS2 1.4L-8V MT-5","7.5","8.4","10.7","12.2","1.91","D"
"CHEVROLET","MONTANA
(MY17)","LS1 1.4L-8V MT-5","7.9","9.2","11.7","13.4","1.76","B"
"CHEVROLET","MONTANA
(MY17)","SPORT / LS2 1.4L-8V MT-5","7.5","8.5","11.3","12.6","1.87","B"
"CHEVROLET","MONTANA
(MY18)","LS1 1.4L-8V MT-5","7.9","9.2","11.7","13.4","1.76","B"
"CHEVROLET","MONTANA
(MY18)","SPORT / LS2 1.4L-8V MT-5","7.5","8.4","11.3","12.6","1.87","B"
"CHEVROLET","MONTANA
(MY19)","LS1 1.4L-8V MT-5","7.7"," 9","11.4","13.2","1.8","B"
"CHEVROLET","MONTANA
(MY19)","LS2 1.4L-8V MT-5","7.6","8.6","11.1","12.5","1.86","D"
"CHEVROLET","MONTANA
(MY19)","SPORT 1.4L-8V MT-5","7.5","8.4","11.3","12.6","1.87","B"
"CHEVROLET","MONTANA
(MY19)","LS1 1.4L-8V MT-5","7.7"," 9","11.4","13.2","1.8","B"
"CHEVROLET","MONTANA
(MY19)","LS2 1.4L-8V MT-5","7.6","8.6","11.1","12.5","1.86","D"
"CHEVROLET","MONTANA
(MY19)","SPORT 1.4L-8V MT-5","7.5","8.4","11.3","12.6","1.87","B"
"CHEVROLET","Novo Cruze
(MY18)","LT NB AT
LTZ NB AT 1.4T-16V A-6","7.6","9.6","11.2"," 14","1.77","B"
"CHEVROLET","Novo Cruze
Sport6 (MY18)","LT HB AT
LTZ HB AT 1.4T-16V A-6","7.6","9.3","11.3","13.6","1.8","A"
"CHEVROLET","Novo Cruze
Sport6 (MY18)","LT HB MT 1.4T-16V M-6"," 8","9.2","11.7","13.5","1.76","A"
"CHEVROLET","Novo Cruze
Sport6 (MY19)","LT HB AT 1.4T-16V A-6","7.6","9.3","11.3","13.6","1.8","D"
"CHEVROLET","Novo Cruze
Sport6 (MY19)","LT HB MT 1.4T-16V M-6"," 8","9.2","11.7","13.5","1.76","A"
"CHEVROLET","Novo Cruze
Sport6 (MY19)","LTZ HB AT 1.4T-16V A-6","7.6","9.3","11.3","13.6","1.8","A"
"CHEVROLET","Novo Cruze
Sport6 (MY19)","LT HB AT 1.4T-16V A-6","7.6","9.3","11.3","13.6","1.8","D"
"CHEVROLET","Novo Cruze
Sport6 (MY19)","LTZ HB AT 1.4T-16V A-6","7.6","9.3","11.3","13.6","1.8","A"
"CHEVROLET","ONIX","PR2 1.0-12V Turbo A-6","8.3","10.7","11.9","15.1","1.63","A"
"CHEVROLET","ONIX","PR1 1.0-12V Turbo A-6","8.3","10.7","11.9","15.1","1.63","A"
"CHEVROLET","ONIX","LTZ 1.0-12V Turbo A-6","8.3","10.7","11.9","15.1","1.63","B"
"CHEVROLET","ONIX","4LT 1.0-12V Turbo A-6","8.3","10.7","11.9","15.1","1.63","B"
"CHEVROLET","ONIX","2LS 1.0-12V Turbo A-6","8.3","10.7","11.9","15.1","1.63","B"
"CHEVROLET","ONIX","2LT 1.0-12V M-6","9.9","11.7","13.9","16.7","1.4","B"
"CHEVROLET","ONIX","8LT 1.0-12V M-6","9.9","11.7","13.9","16.7","1.4","B"
"CHEVROLET","ONIX","5LT 1.0-12V M-6","9.9","11.7","13.9","16.7","1.4","A"
"CHEVROLET","ONIX","1LT 1.0-12V M-6","9.9","11.7","13.9","16.7","1.4","A"
"CHEVROLET","ONIX","1LS 1.0-12V M-6","9.9","11.7","13.9","16.7","1.4","A"
"CHEVROLET","ONIX","3LT 1.0-12V Turbo M-6","9.4","11.2","13.5"," 16","1.47","A"
"CHEVROLET","ONIX","LTZ 1.0-12V Turbo M-6","9.4","11.2","13.5"," 16","1.47","B"
"CHEVROLET","ONIX","1LS 1.0 - 12 V M-6","9.9","11.7","13.9","16.7","1.4","B"
"CHEVROLET","ONIX","1LT 1.0 - 12 V M-6","9.9","11.7","13.9","16.7","1.4","B"
"CHEVROLET","ONIX","2LT 1.0 - 12 V M-6","9.9","11.7","13.9","16.7","1.4","B"
"CHEVROLET","ONIX","5LT 1.0 - 12 V M-6","9.9","11.7","13.9","16.7","1.4","C"
"CHEVROLET","ONIX","8LT 1.0 - 12 V M-6","9.9","11.7","13.9","16.7","1.4","C"
"CHEVROLET","ONIX","RS 1.0T - 12 V A-6","8.3","10.1"," 12","14.4","1.66","B"
"CHEVROLET","ONIX","PR1 1.0T - 12 V A-6","8.3","10.7","11.9","15.1","1.63","B"
"CHEVROLET","ONIX","PR2 1.0T - 12 V A-6","8.3","10.7","11.9","15.1","1.63","B"
"CHEVROLET","ONIX","2LS 1.0T - 12 V A-6","8.3","10.7","11.9","15.1","1.63","B"
"CHEVROLET","ONIX","4LT 1.0T - 12 V A-6","8.3","10.7","11.9","15.1","1.63","B"
"CHEVROLET","ONIX","7LT 1.0T - 12 V A-6","8.3","10.7","11.9","15.1","1.63","B"
"CHEVROLET","ONIX","3LT 1.0T - 12 V M-6","9.4","11.2","13.5"," 16","1.47","B"
"CHEVROLET","ONIX","6LT 1.0T - 12 V M-6","9.4","11.2","13.5"," 16","1.47","C"
"CHEVROLET","ONIX (MY18)","1.0MT LS / 1.0MT LT 1.0L - 8V M-6","8.8","10.5","12.9","15.3","1.56","B"
"CHEVROLET","ONIX (MY18)","1.4MT LT / 1.4MT LTZ / 1.4MT EFF 1.4L - 8V M-6","8.6","10.2","12.5","14.9","1.6","C"
"CHEVROLET","ONIX (MY18)","1.4AT LT / 1.4AT LTZ 1.4L - 8V A-6","7.9","9.6","11.7","13.9","1.73","B"
"CHEVROLET","ONIX (MY18)","1.4MT ACT 1.4L - 8V M-6","8.3","9.4","12.4","13.8","1.68","C"
"CHEVROLET","ONIX (MY18)","1.4AT ACT 1.4L - 8V A-6","7.7","8.6","11.2","12.6","1.85","C"
"CHEVROLET","ONIX (MY19)","1.4AT ACT 1.4L - 8V A-6","7.6","8.7","11.1","12.7","1.86","C"
"CHEVROLET","ONIX (MY19)","1.4AT LTZ 1.4L - 8V A-6","7.9","9.7","11.6"," 14","1.73","C"
"CHEVROLET","ONIX (MY19)","1.4MT ACT 1.4L - 8V M-6","8.3","9.4","12.2","13.7","1.69","C"
"CHEVROLET","ONIX (MY19)","1.4MT EFF 1.4L - 8V M-6","8.5","10.3","12.4","14.9","1.61","C"
"CHEVROLET","ONIX (MY19)","1.0MT LS 1.0L - 8V M-6","8.8","10.5","12.9","15.3","1.56","C"
"CHEVROLET","ONIX (MY19)","1.0MT LT 1.0L - 8V M-6","8.8","10.5","12.9","15.3","1.56","C"
"CHEVROLET","ONIX (MY19)","1.4AT ADV 1.4L - 8V A-6","7.9","9.7","11.6"," 14","1.73","B"
"CHEVROLET","ONIX (MY19)","1.4AT LT 1.4L - 8V A-6","7.9","9.7","11.6"," 14","1.73","C"
"CHEVROLET","ONIX (MY19)","1.4MT LT 1.4L - 8V M-6","8.5","10.3","12.4","14.9","1.61","C"
"CHEVROLET","ONIX (MY19)","1.4MT LTZ 1.4L - 8V M-6","8.5","10.3","12.4","14.9","1.61","C"
"CHEVROLET","ONIX (MY19)","1.4AT ACT 1.4L - 8V A-6","7.6","8.7","11.1","12.7","1.86","C"
"CHEVROLET","ONIX (MY19)","1.4AT LTZ 1.4L - 8V A-6","7.9","9.7","11.6"," 14","1.73","C"
"CHEVROLET","ONIX (MY19)","1.4MT ACT 1.4L - 8V M-6","8.3","9.4","12.2","13.7","1.69","C"
"CHEVROLET","ONIX (MY19)","1.4MT EFF 1.4L - 8V M-6","8.5","10.3","12.4","14.9","1.61","C"
"CHEVROLET","ONIX (MY19)","1.0MT LT 1.0L - 8V M-6","8.8","10.5","12.9","15.3","1.56","C"
"CHEVROLET","ONIX (MY19)","1.4AT ADV 1.4L - 8V A-6","7.9","9.7","11.6"," 14","1.73","B"
"CHEVROLET","ONIX (MY19)","1.4AT LT 1.4L - 8V A-6","7.9","9.7","11.6"," 14","1.73","C"
